20.000000,0.000000
15.765162,0.918216
6.223079,0.727374
-1.939693,-0.342020
-4.212193,-0.998308
-1.499094,-0.448799
1.766044,0.642788
2.220869,0.957990
0.231160,0.116093
-1.500000,-0.866025
-1.219569,-0.802123
0.309771,0.230616
1.173648,0.984808
0.582445,0.549509
-0.518435,-0.549509
-0.826352,-0.984808
-0.171687,-0.230616
0.527565,0.802123
0.500000,0.866025
-0.058304,-0.116093
-0.413236,-0.957990
-0.233956,-0.642788
0.134362,0.448799
0.236603,0.998308
0.060307,0.342020
-0.085018,-0.727374
-0.053480,-0.918216
0.000000,0.000000
-0.053480,0.918216
-0.085018,0.727374
0.060307,-0.342020
0.236603,-0.998308
0.134362,-0.448799
-0.233956,0.642788
-0.413236,0.957990
-0.058304,0.116093
0.500000,-0.866025
0.527565,-0.802123
-0.171687,0.230616
-0.826352,0.984808
-0.518435,0.549509
0.582445,-0.549509
1.173648,-0.984808
0.309771,-0.230616
-1.219569,0.802123
-1.500000,0.866025
0.231160,-0.116093
2.220869,-0.957990
1.766044,-0.642788
-1.499094,0.448799
-4.212193,0.998308
-1.939693,0.342020
6.223079,-0.727374
15.765162,-0.918216
