2936.000000, -1105310015.999932
-426333184.000018, 7630912.000000
50291520.000002, 2305664.000000
-1972352.000000, 3136627103.999494
6784.000000, 1244725375.999952
4280.000000, -36000280831.999573
3052.000000, 8550527295.999530
-3022240.000000, 3273774207.999814
177692543.999998, -5173504.000000
-10272256.000000, 7696472287.999933
1018722816.000008, 11413568.000000
-25040735.999999, -13209401599.999899
9247360.000003, 2593774544.000041
-4901781279.999724, -13794830895.998501
-19251392.000000, 31638475023.999748
4960690303.999969, 17227834383.999275
